"site";"site_lot_nbab";"date";"semaine";"lot";"nbab";"num_jour";"pdsab_calc";"saison_exp";"cadre";"expo_lum";"expo_vent";"orientation";"type";"cause_mort";"race";"origine";"somme_precipitation_7";"somme_precipitation_3";"precipitation";"humidite";"temp_12h";"moy_temp";"precipitation_J1";"precipitation_J2";"precipitation_J3";"humidite_J1";"humidite_J2";"humidite_J3";"moy_temp_J1";"moy_temp_J2";"moy_temp_J3";"Departement";"Region";"meteo_km";"alt_meteo_m";"alt_site_m";"jour"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-04-25";"semaine1";"Lot E";"300 Ab";6;97,34219269;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";11,7;11,7;2,1;98;13;13,33333333;0;9,6;0;70;88;62;16;15,33333333;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"6"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-04-26";"semaine1";"Lot E";"300 Ab";7;93,68770764;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";11,9;2,3;0,2;68;15;11,66666667;2,1;0;9,6;98;70;88;13,33333333;16;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"7"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-05-03";"semaine2";"Lot E";"300 Ab";14;72,09302326;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";39,8;6,1;0;81;11;11;0,5;5,6;4,6;82;97;98;10;7;6,333333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"14"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-05-10";"semaine3";"Lot E";"300 Ab";21;51,82724252;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";36,5;7,7;1;83;11;11;4,4;2,3;21,8;99;92;96;13;16;19;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"21"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-05-16";"semaine4";"Lot E";"300 Ab";27;49,83388704;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";42,2;17,5;2,9;99;12;12;2;12,6;17,7;100;100;98;9;5;6;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"28"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-05-22";"semaine5";"Lot E";"300 Ab";33;45,84717608;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";20,4;17,3;7,1;96;16;16;5,7;4,5;0,1;95;95;72;18;18;18;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"35"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-05-29";"semaine6";"Lot E";"300 Ab";40;44,51827243;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";33;27,4;5,9;97;16;15;16,1;5,4;1,2;96;83;75;16;20;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"42"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-06-05";"semaine7";"Lot E";"300 Ab";47;44,85049834;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";31,2;15,8;5,5;97;22;17,33333333;2,3;8;1,2;97;91;85;17,66666667;17,66666667;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"49"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-06-11";"semaine8";"Lot E";"300 Ab";53;44,18604651;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";22,3;5,2;2,6;99;18;16;2,2;0,4;3,7;97;91;95;19,66666667;22;18,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"56"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-06-17";"semaine9";"Lot E";"300 Ab";59;42,85714286;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";21,3;15;0,4;88;16;15;0,5;14,1;0,1;88;97;81;16,66666667;15,66666667;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"63"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-06-24";"semaine10";"Lot E";"300 Ab";66;39,53488372;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";0,3;0;0;58;25;20;0;0;0,2;51;56;78;18,66666667;18,66666667;23,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"70"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-07-01";"semaine11";"Lot E";"300 Ab";73;38,53820598;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";0,1;0,1;0,1;74;28;24,33333333;0;0;0;64;72;55;24,66666667;22,33333333;21,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"77"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-07-08";"semaine12";"Lot E";"300 Ab";80;38,20598007;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";43,3;2,2;0;64;26;22;0,3;1,9;18,8;62;89;98;21,66666667;18,66666667;16,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"84"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-07-15";"semaine13";"Lot E";"300 Ab";87;36,87707641;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";1;1;1;69;28;24;0;0;0;62;68;68;25;22;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"91"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-07-22";"semaine14";"Lot E";"300 Ab";94;36,87707641;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";49,2;25,8;1,4;74;22;19;12,3;12,1;0,5;95;93;60;17;20,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"98"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-07-29";"semaine15";"Lot E";"300 Ab";101;37,54152824;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";3,4;3,4;3,4;93;21;21;0;0;0;68;66;70;25;25;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"105"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-08-04";"semaine16";"Lot E";"300 Ab";107;36,21262458;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";4,8;0;0;64;25;26;0;0;0;63;66;52;27;25,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"112"
"Site Roy";"Site Roy - LOT E - 300 Ab";"2018-08-12";"semaine17";"Lot E";"300 Ab";115;38,53820598;"printemps";"sans";"soleil";"abrite";"O";"ruche";"sanitaire";"Noire";"GB";35,9;1,9;1,9;50;27;22,33333333;0;0;24,3;50;60;93;20;18;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"119"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-19";"semaine1";"Lot F";"1000 Ab";0;116,9508526;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,4;0;0;56;21;17,33333333;0;0;2,1;58;58;77;17;14,66666667;12,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"0"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-20";"semaine1";"Lot F";"1000 Ab";1;114,9448345;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,1;0;0;57;22;17,33333333;0;0;0;56;58;58;17,33333333;17;14,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"1"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-21";"semaine1";"Lot F";"1000 Ab";2;107,221665;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";2,1;0;0;52;23;18,66666667;0;0;0;57;56;58;17,33333333;17,33333333;17;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"2"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-22";"semaine1";"Lot F";"1000 Ab";3;105,9177533;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";2,1;0;0;62;22;17,66666667;0;0;0;52;57;56;18,66666667;17,33333333;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"3"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-23";"semaine1";"Lot F";"1000 Ab";4;102,9087262;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";9,6;9,6;9,6;88;19;15,33333333;0;0;0;62;52;57;17,66666667;18,66666667;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"4"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-24";"semaine1";"Lot F";"1000 Ab";5;100;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";9,6;9,6;0;70;21;16;9,6;0;0;88;62;52;15,33333333;17,66666667;18,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"5"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-25";"semaine1";"Lot F";"1000 Ab";6;96,48946841;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";11,7;11,7;2,1;98;13;13,33333333;0;9,6;0;70;88;62;16;15,33333333;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"6"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-04-26";"semaine1";"Lot F";"1000 Ab";7;92,17652959;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";11,9;2,3;0,2;68;15;11,66666667;2,1;0;9,6;98;70;88;13,33333333;16;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"7"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-05-03";"semaine2";"Lot F";"1000 Ab";14;74,0220662;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";39,8;6,1;0;81;11;11;0,5;5,6;4,6;82;97;98;10;7;6,333333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"14"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-05-10";"semaine3";"Lot F";"1000 Ab";21;55,4663992;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";36,5;7,7;1;83;11;11;4,4;2,3;21,8;99;92;96;13;16;19;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"21"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-05-16";"semaine4";"Lot F";"1000 Ab";27;51,15346038;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";42,2;17,5;2,9;99;12;12;2;12,6;17,7;100;100;98;9;5;6;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"28"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-05-22";"semaine5";"Lot F";"1000 Ab";33;44,83450351;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";20,4;17,3;7,1;96;16;16;5,7;4,5;0,1;95;95;72;18;18;18;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"35"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-05-29";"semaine6";"Lot F";"1000 Ab";40;42,82848546;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";33;27,4;5,9;97;16;15;16,1;5,4;1,2;96;83;75;16;20;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"42"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-06-05";"semaine7";"Lot F";"1000 Ab";47;41,82547643;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";31,2;15,8;5,5;97;22;17,33333333;2,3;8;1,2;97;91;85;17,66666667;17,66666667;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"49"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-06-11";"semaine8";"Lot F";"1000 Ab";53;41,92577733;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";22,3;5,2;2,6;99;18;16;2,2;0,4;3,7;97;91;95;19,66666667;22;18,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"56"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-06-17";"semaine9";"Lot F";"1000 Ab";59;41,22367101;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";21,3;15;0,4;88;16;15;0,5;14,1;0,1;88;97;81;16,66666667;15,66666667;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"63"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-06-24";"semaine10";"Lot F";"1000 Ab";66;37,91374122;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";0,3;0;0;58;25;20;0;0;0,2;51;56;78;18,66666667;18,66666667;23,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"70"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-07-01";"semaine11";"Lot F";"1000 Ab";73;35,90772317;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";0,1;0,1;0,1;74;28;24,33333333;0;0;0;64;72;55;24,66666667;22,33333333;21,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"77"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-07-08";"semaine12";"Lot F";"1000 Ab";80;37,51253761;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";43,3;2,2;0;64;26;22;0,3;1,9;18,8;62;89;98;21,66666667;18,66666667;16,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"84"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-07-15";"semaine13";"Lot F";"1000 Ab";87;36,81043129;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";1;1;1;69;28;24;0;0;0;62;68;68;25;22;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"91"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-07-22";"semaine14";"Lot F";"1000 Ab";94;37,2116349;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";49,2;25,8;1,4;74;22;19;12,3;12,1;0,5;95;93;60;17;20,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"98"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-07-29";"semaine15";"Lot F";"1000 Ab";101;37,41223671;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";3,4;3,4;3,4;93;21;21;0;0;0;68;66;70;25;25;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"105"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-08-04";"semaine16";"Lot F";"1000 Ab";107;35,80742227;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,8;0;0;64;25;26;0;0;0;63;66;52;27;25,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"112"
"Site Roy";"Site Roy - LOT F - 1000 Ab";"2018-08-12";"semaine17";"Lot F";"1000 Ab";115;37,31193581;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";35,9;1,9;1,9;50;27;22,33333333;0;0;24,3;50;60;93;20;18;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"119"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-19";"semaine1";"Lot G";"300 Ab";0;116,2790698;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,4;0;0;56;21;17,33333333;0;0;2,1;58;58;77;17;14,66666667;12,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"0"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-20";"semaine1";"Lot G";"300 Ab";1;113,6212625;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,1;0;0;57;22;17,33333333;0;0;0;56;58;58;17,33333333;17;14,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"1"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-21";"semaine1";"Lot G";"300 Ab";2;105,9800664;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";2,1;0;0;52;23;18,66666667;0;0;0;57;56;58;17,33333333;17,33333333;17;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"2"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-22";"semaine1";"Lot G";"300 Ab";3;104,3189369;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";2,1;0;0;62;22;17,66666667;0;0;0;52;57;56;18,66666667;17,33333333;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"3"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-23";"semaine1";"Lot G";"300 Ab";4;101,3289037;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";9,6;9,6;9,6;88;19;15,33333333;0;0;0;62;52;57;17,66666667;18,66666667;17,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"4"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-24";"semaine1";"Lot G";"300 Ab";5;98,33887043;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";9,6;9,6;0;70;21;16;9,6;0;0;88;62;52;15,33333333;17,66666667;18,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"5"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-25";"semaine1";"Lot G";"300 Ab";6;94,01993355;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";11,7;11,7;2,1;98;13;13,33333333;0;9,6;0;70;88;62;16;15,33333333;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"6"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-04-26";"semaine1";"Lot G";"300 Ab";7;89,70099668;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";11,9;2,3;0,2;68;15;11,66666667;2,1;0;9,6;98;70;88;13,33333333;16;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"7"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-05-03";"semaine2";"Lot G";"300 Ab";14;69,76744186;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";39,8;6,1;0;81;11;11;0,5;5,6;4,6;82;97;98;10;7;6,333333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"14"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-05-10";"semaine3";"Lot G";"300 Ab";21;53,15614618;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";36,5;7,7;1;83;11;11;4,4;2,3;21,8;99;92;96;13;16;19;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"21"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-05-16";"semaine4";"Lot G";"300 Ab";27;50,49833887;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";42,2;17,5;2,9;99;12;12;2;12,6;17,7;100;100;98;9;5;6;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"28"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-05-22";"semaine5";"Lot G";"300 Ab";33;45,51495017;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";20,4;17,3;7,1;96;16;16;5,7;4,5;0,1;95;95;72;18;18;18;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"35"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-05-29";"semaine6";"Lot G";"300 Ab";40;45,51495017;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";33;27,4;5,9;97;16;15;16,1;5,4;1,2;96;83;75;16;20;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"42"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-06-05";"semaine7";"Lot G";"300 Ab";47;42,85714286;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";31,2;15,8;5,5;97;22;17,33333333;2,3;8;1,2;97;91;85;17,66666667;17,66666667;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"49"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-06-11";"semaine8";"Lot G";"300 Ab";53;40,53156146;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";22,3;5,2;2,6;99;18;16;2,2;0,4;3,7;97;91;95;19,66666667;22;18,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"56"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-06-17";"semaine9";"Lot G";"300 Ab";59;40,19933555;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";21,3;15;0,4;88;16;15;0,5;14,1;0,1;88;97;81;16,66666667;15,66666667;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"63"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-06-24";"semaine10";"Lot G";"300 Ab";66;40,19933555;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";0,3;0;0;58;25;20;0;0;0,2;51;56;78;18,66666667;18,66666667;23,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"70"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-07-01";"semaine11";"Lot G";"300 Ab";73;38,87043189;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";0,1;0,1;0,1;74;28;24,33333333;0;0;0;64;72;55;24,66666667;22,33333333;21,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"77"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-07-08";"semaine12";"Lot G";"300 Ab";80;39,53488372;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";43,3;2,2;0;64;26;22;0,3;1,9;18,8;62;89;98;21,66666667;18,66666667;16,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"84"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-07-15";"semaine13";"Lot G";"300 Ab";87;39,20265781;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";1;1;1;69;28;24;0;0;0;62;68;68;25;22;20,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"91"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-07-22";"semaine14";"Lot G";"300 Ab";94;40,19933555;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";49,2;25,8;1,4;74;22;19;12,3;12,1;0,5;95;93;60;17;20,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"98"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-07-29";"semaine15";"Lot G";"300 Ab";101;41,5282392;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";3,4;3,4;3,4;93;21;21;0;0;0;68;66;70;25;25;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"105"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-08-04";"semaine16";"Lot G";"300 Ab";107;38,53820598;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";4,8;0;0;64;25;26;0;0;0;63;66;52;27;25,66666667;24,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"112"
"Site Roy";"Site Roy - LOT G - 300 Ab";"2018-08-12";"semaine17";"Lot G";"300 Ab";115;40,86378738;"printemps";"sans";"soleil";"vent";"S";"ruchette";"sanitaire";"Noire";"GB";35,9;1,9;1,9;50;27;22,33333333;0;0;24,3;50;60;93;20;18;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"119"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-25";"semaine1";"Lot H";"300 Ab";0;101,9672131;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";11,7;11,7;2,1;98;13;13,33333333;0;9,6;0;70;88;62;16;15,33333333;17,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"0"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-26";"semaine1";"Lot H";"300 Ab";1;100;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";11,9;2,3;0,2;68;15;11,66666667;2,1;0;9,6;98;70;88;13,33333333;16;15,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"1"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-27";"semaine1";"Lot H";"300 Ab";2;99,3442623;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";11,9;2,3;0;72;17;12,66666667;0,2;2,1;0;68;98;70;11,66666667;13,33333333;16;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"2"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-28";"semaine1";"Lot H";"300 Ab";3;98,36065574;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";20,8;9,1;8,9;93;15;12;0;0,2;2,1;72;68;98;12,66666667;11,66666667;13,33333333;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"3"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-29";"semaine1";"Lot H";"300 Ab";4;96,72131148;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";41;29,1;20,2;99;12;10;8,9;0;0,2;93;72;68;12;12,66666667;11,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"4"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-04-30";"semaine1";"Lot H";"300 Ab";5;95,08196721;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";36;33,7;4,6;98;8;6,333333333;20,2;8,9;0;99;93;72;10;12;12,66666667;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"5"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-05-01";"semaine1";"Lot H";"300 Ab";6;95,08196721;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";41,6;30,4;5,6;97;7;7;4,6;20,2;8,9;98;99;93;6,333333333;10;12;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"6"
"Site Roy";"Site Roy - LOT H - 300 Ab";"2018-05-02";"semaine1";"Lot H";"300 Ab";7;95,08196721;"printemps";"sans";"ombre";"abrite";"O";"ruche";"sanitaire";"Noire";"GC";40;10,7;0,5;82;10;10;5,6;4,6;20,2;97;98;99;7;6,333333333;10;"Cantal";"Auvergne Rhone Alpes";6,5;843;1022;"7"
